agreement_state,insurance_type,annual_premium,sum_insured,date_of_birth,issue_date,premium_payment_term,insurance_term,technical_start,debt,insured_person,issuing_company,surrender_value,non_invested_founds,max_available_withdrawal,value_of_emergency_insurance,value_of_personal_account,valid_until,eligible_persons
declined,whole_of_life,7954.49,206816.74,1976-06-02,2011-05-23,13,9999,2011-06-10,0.0,Steven Park,Company C,0.0,0,0.0,13000,0,99999,Edwin Cross
new,endowment,5358.08,117877.76,1972-05-09,2006-10-02,11,35,2006-10-20,1339.52,James Matthews,Company C,41257.22,0,41257.22,4500,0,2041-10-11,Natalie Shields
new,endowment,6001.11,204037.74,1982-06-27,2004-09-02,17,45,2004-09-07,1200.22,Hayley Brown,Company A,71413.21,0,71413.21,18500,0,2049-08-27,Kyle English
paid_up,term_insurance,3450.1,110403.2,2001-03-24,2032-01-19,16,34,2032-01-26,575.02,Tammy Martinez,Company B,0.0,0,0.0,14500,0,2066-01-17,James Porter
closed,whole_of_life,2084.93,45868.46,1952-08-05,1998-03-13,11,9999,1998-03-29,0.0,Robin Jackson,Company D,0.0,0,0.0,12500,0,99999,Joseph White
declined,term_insurance,6995.11,153892.42,1954-07-21,1987-04-22,11,37,1987-04-24,0.0,Michael Mendoza,Company D,0.0,0,0.0,5000,0,2024-04-14,Patrick Cohen
declined,endowment,2201.99,110099.5,1986-06-14,2028-10-06,25,40,2028-10-08,734.0,Gina Levy,Company B,0.0,0,0.0,13500,0,2068-09-28,Edgar Vargas
paid_up,term_insurance,9259.43,203707.46,1973-12-10,1999-11-26,11,46,1999-11-27,2314.86,Cameron Hill,Company D,0.0,0,0.0,3500,0,2045-11-15,Laurie Bowman
paid_up,whole_of_life,9178.51,238641.26,1983-09-05,2008-03-28,13,9999,2008-04-27,9178.51,Jared Christian,Company C,0.0,0,0.0,11000,0,99999,Robert Gray
closed,annuity,4777.39,5016.26,1999-07-22,2043-08-21,11,43,2043-09-14,0.0,Karen Smith,Company B,0.0,0,0.0,7000,0,2024-01-31T00:00:00,Sean Nixon
declined,term_insurance,8324.33,83243.3,1961-08-10,1993-10-22,5,29,1993-11-11,0.0,April Hill,Company C,0.0,0,0.0,11500,0,2022-11-04,Steven Patrick Jr.
declined,whole_of_life,8833.07,600648.76,1982-12-09,2026-02-20,34,9999,2026-02-28,1766.61,Nicholas Johnson,Company A,0.0,0,0.0,17000,0,99999,Jennifer Vasquez
declined,term_insurance,5252.84,73539.76,1968-12-10,2000-04-22,7,10,2000-05-05,1313.21,Benjamin Ross,Company C,0.0,0,0.0,4000,0,2010-05-03,Jeremy Warren
closed,endowment,11548.82,623636.28,1946-08-11,1991-08-25,27,23,1991-09-23,0.0,Katie Savage,Company C,0.0,0,0.0,11500,0,2024-01-31T00:00:00,Larry Aguilar
closed,annuity,1547.48,1624.85,1964-10-29,1998-02-25,17,38,1998-03-03,0.0,Arthur Davis,Company D,0.0,0,0.0,12000,0,2024-01-31T00:00:00,Randall Mitchell
declined,annuity,1910.12,2005.63,1948-04-28,1977-03-27,21,39,1977-04-03,0.0,Dawn Hoffman,Company C,0.0,0,0.0,5000,0,2016-03-24,Joseph Hunt
new,endowment,5394.13,237341.72,1982-03-02,2016-10-29,22,30,2016-11-15,0.0,Connor Rodriguez,Company C,83069.6,0,83069.6,18000,0,2046-11-08,Melissa Mays
new,endowment,5428.87,238870.28,1973-06-04,2012-11-05,22,34,2012-11-15,1085.77,Melanie Luna,Company C,83604.6,0,83604.6,20000,0,2046-11-07,Barbara Delgado
paid_up,annuity,11427.29,11998.65,1981-09-23,2004-06-19,14,19,2004-07-09,11427.29,Patrick Gonzalez,Company C,127985.65,0,127985.65,8500,0,2023-07-05,Patricia Castillo
new,whole_of_life,5705.83,182586.56,1949-05-18,1997-07-12,16,9999,1997-08-11,1426.46,Erin Harris,Company D,0.0,0,0.0,8500,0,99999,Kyle Moyer
declined,endowment,8313.18,365779.92,2003-02-04,2035-09-21,22,13,2035-10-06,1385.53,Gerald Rush,Company D,0.0,0,0.0,3500,0,2048-10-02,Kimberly Kim
declined,annuity,3455.02,3627.77,2000-06-17,2039-11-02,24,27,2039-11-29,0.0,Justin Fox,Company C,0.0,0,0.0,12500,0,2066-11-22,Andrew Chan
paid_up,endowment,2306.64,73812.48,1958-04-06,1998-05-17,16,7,1998-06-15,0.0,Shawn Butler,Company A,25834.37,0,25834.37,6500,0,2005-06-13,Carrie Lee
declined,annuity,7516.23,7892.04,1953-12-30,1996-09-07,16,33,1996-09-25,0.0,John Hopkins,Company C,0.0,0,0.0,16500,0,2029-09-17,Eric Brock
closed,UL_endowment,11627.93,441861.34,1945-06-06,1975-10-17,19,19,1975-10-21,0.0,Angela Le,Company C,0.0,0,0.0,3000,0,2024-01-31T00:00:00,Jonathan Gibson
paid_up,endowment,7962.68,79626.8,1976-03-26,2016-01-20,5,32,2016-02-06,0.0,Kevin Dudley,Company B,27869.38,0,27869.38,19000,0,2048-01-29,Matthew Donovan
paid_up,term_insurance,8484.17,237556.76,1992-08-15,2013-12-01,14,28,2013-12-08,2828.06,Chad Montgomery,Company A,0.0,0,0.0,5500,0,2041-12-01,David Rodriguez
declined,term_insurance,5185.84,280035.36,1999-02-16,2030-11-27,27,27,2030-12-16,0.0,Dale Howe,Company B,0.0,0,0.0,10000,0,2057-12-09,Taylor Cameron
new,UL_endowment,1269.57,66017.64,1948-09-06,1972-01-18,26,39,1972-01-29,0.0,Elizabeth Walton,Company D,23106.17,0,23106.17,7500,0,2011-01-19,Philip Townsend
paid_up,term_insurance,9069.77,108837.24,1999-12-25,2024-11-17,6,46,2024-12-14,3023.26,Sarah Fields,Company B,0.0,0,0.0,5000,0,2070-12-03,Jeffrey Weaver
new,endowment,3931.39,47176.68,1965-08-30,2008-12-30,6,39,2009-01-01,0.0,Jason Wells,Company D,16511.84,0,16511.84,16000,0,2047-12-23,Brian Espinoza
new,UL_endowment,3246.4,227248.0,1969-10-09,1995-12-20,35,28,1996-01-10,1082.13,William Jones,Company C,79536.8,0,79536.8,9000,0,2024-01-03,Marcus Morales
new,UL_endowment,2346.06,154839.96,1955-10-11,1979-01-14,33,26,1979-02-10,2346.06,Tammy Nguyen,Company D,54193.99,0,54193.99,13000,0,2005-02-03,Katie Terry
paid_up,whole_of_life,4424.78,168141.64,1975-07-26,2017-06-17,19,9999,2017-06-22,4424.78,Nicholas Wood,Company A,0.0,0,0.0,10000,0,99999,Thomas Moore
new,whole_of_life,4027.18,233576.44,1952-02-14,1974-06-20,29,9999,1974-07-19,0.0,Natasha Byrd,Company A,0.0,0,0.0,6500,0,99999,Brandy Harvey
closed,UL_endowment,9164.05,623155.4,1949-10-14,1979-01-22,34,48,1979-01-27,0.0,John Schneider,Company C,0.0,0,0.0,7500,0,2024-01-31T00:00:00,Samuel Reeves
declined,UL_endowment,9390.41,488301.32,1981-03-15,2020-11-26,26,21,2020-12-22,9390.41,Julia Holt,Company D,0.0,0,0.0,20000,0,2041-12-17,Megan Williams
closed,UL_endowment,4969.17,89445.06,1987-12-29,2021-11-13,9,41,2021-11-15,828.2,Mr. Ricardo Hamilton,Company B,0.0,0,0.0,14000,0,2024-01-31T00:00:00,Karen Davis
new,annuity,6788.2,7127.61,1952-07-08,2001-06-06,6,45,2001-06-25,0.0,Jason Gomez,Company B,32583.36,0,32583.36,15000,0,2046-06-14,Daniel Wright
closed,endowment,6252.18,200069.76,1966-07-12,2004-05-23,16,46,2004-06-18,0.0,Gina Ellis,Company D,0.0,0,0.0,17500,0,2024-01-31T00:00:00,Justin Norman
new,whole_of_life,7677.36,230320.8,1982-06-16,2029-02-10,15,9999,2029-02-27,0.0,Carmen Jordan,Company A,0.0,0,0.0,10000,0,99999,Jessica Herrera
paid_up,UL_endowment,6277.36,87883.04,1959-06-14,2003-04-05,7,23,2003-05-05,0.0,Christine Martinez,Company B,30759.06,0,30759.06,9000,0,2026-04-29,Carmen Weiss
new,term_insurance,7106.74,241629.16,1951-11-23,1994-03-05,17,37,1994-03-16,0.0,Charles Phillips,Company C,0.0,0,0.0,18000,0,2031-03-07,Joseph Mayo
paid_up,endowment,9874.39,434473.16,1969-10-22,2006-06-18,22,44,2006-07-15,0.0,Jonathan Bryant,Company B,152065.61,0,152065.61,13500,0,2050-07-04,Julia Jenkins
declined,UL_endowment,8644.05,293897.7,2001-08-20,2048-06-20,17,36,2048-06-22,0.0,Deborah Peters,Company B,0.0,0,0.0,20000,0,2084-06-13,Katrina Lee
new,annuity,8981.67,9430.75,1952-02-11,1977-07-18,10,35,1977-08-17,0.0,Dylan Miller,Company A,71853.36,0,71853.36,10000,0,2012-08-08,Andre Quinn
declined,endowment,10014.84,460682.64,1984-08-20,2010-08-26,23,28,2010-09-11,0.0,Dylan Taylor,Company C,0.0,0,0.0,11500,0,2038-09-04,Erin Dawson
declined,UL_endowment,8652.53,190355.66,1987-11-16,2031-08-25,11,49,2031-09-09,0.0,Hannah Castillo,Company B,0.0,0,0.0,9500,0,2080-08-27,Brian Andersen
new,UL_endowment,1943.23,54410.44,1946-05-06,1980-09-28,14,27,1980-10-08,0.0,Robert Downs,Company A,19043.65,0,19043.65,15500,0,2007-10-02,Sandra Espinoza
new,whole_of_life,5703.88,296601.76,1967-08-27,2000-12-23,26,9999,2001-01-21,1140.78,Bridget Ortiz,Company B,0.0,0,0.0,18500,0,99999,William Hall
paid_up,whole_of_life,11352.34,181637.44,1963-09-02,1997-11-01,8,9999,1997-11-16,0.0,Larry Smith,Company B,0.0,0,0.0,11500,0,99999,Michael Wolfe
new,endowment,11867.57,379762.24,1970-11-28,2020-08-31,16,29,2020-09-05,0.0,Rebecca Conley,Company A,132916.78,0,132916.78,12000,0,2049-08-29,Kevin Medina
closed,UL_endowment,2654.47,42471.52,1974-06-08,2002-12-11,8,45,2002-12-21,884.82,Rebecca Taylor,Company D,0.0,0,0.0,15000,0,2024-01-31T00:00:00,Mark Adams
declined,term_insurance,3733.48,119471.36,1970-06-02,1991-05-26,16,10,1991-06-25,622.25,Carl Johnson,Company C,0.0,0,0.0,4000,0,2001-06-22,Jessica Smith
new,whole_of_life,2924.59,70190.16,1996-09-28,2022-12-23,12,9999,2022-12-31,1462.3,Angie Grant,Company D,0.0,0,0.0,11000,0,99999,Christopher Martin
paid_up,whole_of_life,2672.12,176359.92,1991-11-14,2023-01-04,33,9999,2023-01-30,2672.12,Ronald Choi,Company B,0.0,0,0.0,10500,0,99999,Angela Molina
paid_up,annuity,3738.54,3925.47,2000-01-05,2038-02-22,8,34,2038-03-14,1246.18,Mary Owens,Company D,23926.66,0,23926.66,13000,0,2072-03-05,Mark Murray
paid_up,term_insurance,3625.16,87003.84,2005-12-19,2050-08-01,12,43,2050-08-15,3625.16,Tammy Burke,Company D,0.0,0,0.0,3500,0,2093-08-04,Kevin Morgan
declined,UL_endowment,7098.06,440079.72,1965-08-24,1986-06-18,31,18,1986-07-15,0.0,Donna Lyons,Company D,0.0,0,0.0,4500,0,2004-07-10,Thomas Farmer
new,term_insurance,4284.42,257065.2,1973-10-10,2018-08-13,30,37,2018-08-20,0.0,Crystal Holt,Company D,0.0,0,0.0,6000,0,2055-08-11,Adam Li
paid_up,annuity,7504.73,7879.97,1994-07-18,2033-10-09,20,24,2033-10-19,1876.18,Edward Smith,Company A,120075.68,0,120075.68,8000,0,2057-10-13,Emily Benson
new,endowment,7478.5,329054.0,1986-03-31,2024-04-03,22,45,2024-04-13,0.0,Casey Wong,Company C,115168.9,0,115168.9,8000,0,2069-04-02,Robert Smith
closed,term_insurance,2966.63,172064.54,1948-11-28,1971-08-27,29,12,1971-09-19,0.0,Aaron Anderson,Company C,0.0,0,0.0,18000,0,2024-01-31T00:00:00,Doris Wheeler
closed,annuity,2020.34,2121.36,1992-07-24,2040-06-27,35,32,2040-07-05,1010.17,Thomas Hall,Company B,0.0,0,0.0,14000,0,2024-01-31T00:00:00,Roberto Roach
new,whole_of_life,8036.17,321446.8,2002-11-24,2023-03-27,20,9999,2023-04-17,0.0,Kelly Hunter MD,Company A,0.0,0,0.0,4000,0,99999,Edwin Sampson
closed,annuity,7889.69,8284.17,1967-01-15,2007-07-18,15,14,2007-07-27,3944.84,David Walker DDS,Company C,0.0,0,0.0,10500,0,2024-01-31T00:00:00,Jessica Ayala
new,UL_endowment,10011.26,620698.12,2004-06-12,2036-07-03,31,44,2036-07-29,3337.09,Paul Perry,Company A,217244.34,0,217244.34,13000,0,2080-07-18,Christy Hatfield
new,endowment,4980.08,328685.28,1973-08-20,2015-08-16,33,38,2015-08-26,0.0,Diana Huerta,Company D,115039.85,0,115039.85,12000,0,2053-08-16,Thomas Cook
new,UL_endowment,8332.98,549976.68,1975-04-09,1999-01-10,33,44,1999-01-29,1666.6,Joseph Whitehead,Company A,192491.84,0,192491.84,9500,0,2043-01-18,Dr. Sherry Brandt DVM
new,endowment,2513.72,40219.52,1986-06-14,2026-07-31,8,5,2026-08-02,0.0,Katherine Scott,Company A,14076.83,0,14076.83,18500,0,2031-08-01,Ronald Brown
closed,UL_endowment,10021.63,200432.6,2003-12-31,2037-01-31,10,39,2037-02-07,2004.33,Daniel Wyatt,Company B,0.0,0,0.0,13500,0,2024-01-31T00:00:00,Brittany Christian
declined,UL_endowment,10092.48,524808.96,1958-09-30,1990-01-30,26,6,1990-02-03,1682.08,James Rhodes,Company C,0.0,0,0.0,10000,0,1996-02-02,Denise Ross
new,whole_of_life,7496.29,299851.6,1982-07-17,2028-01-21,20,9999,2028-01-30,0.0,Cynthia Lozano,Company B,0.0,0,0.0,2500,0,99999,Mark Rose
new,annuity,11305.08,11870.33,1953-08-30,1993-07-05,5,45,1993-08-03,0.0,James Garza,Company B,45220.32,0,45220.32,11500,0,2038-07-23,Christopher Scott
new,endowment,2429.95,38879.2,1947-11-25,1973-03-30,8,21,1973-04-29,0.0,Ronald Davis,Company C,13607.72,0,13607.72,4000,0,1994-04-24,Danny Jackson
new,term_insurance,11335.05,793453.5,1993-02-28,2026-05-31,35,27,2026-06-08,0.0,Peter Butler,Company D,0.0,0,0.0,20000,0,2053-06-01,Joy Potter
declined,endowment,4942.01,266868.54,1996-09-06,2025-07-26,27,8,2025-08-21,823.67,Dana Price,Company C,0.0,0,0.0,7500,0,2033-08-19,Robert Gray
new,annuity,10017.45,10518.32,1968-06-17,2012-09-19,24,50,2012-10-05,0.0,Amanda Stevens,Company A,192335.04,0,192335.04,8000,0,2062-09-23,Timothy Zamora
new,annuity,3562.89,3741.03,1946-03-02,1968-02-07,5,46,1968-02-18,0.0,Andrea Mclean,Company A,14251.56,0,14251.56,19000,0,2014-02-06,David Wilson
closed,term_insurance,7732.51,463950.6,1963-01-22,1987-03-18,30,26,1987-04-04,0.0,Jennifer Mcmahon,Company C,0.0,0,0.0,15000,0,2024-01-31T00:00:00,Christine Nichols
new,term_insurance,2879.16,120924.72,1945-09-03,1970-05-01,21,36,1970-05-02,1439.58,Julie Robinson,Company C,0.0,0,0.0,12000,0,2006-04-23,Deanna Baker
declined,endowment,8401.67,386476.82,1996-11-23,2039-05-21,23,26,2039-06-14,0.0,Eric Smith,Company C,0.0,0,0.0,12500,0,2065-06-07,Melissa Riddle
new,UL_endowment,9653.0,193060.0,1973-04-23,1999-02-01,10,22,1999-02-22,0.0,Elizabeth Underwood,Company C,67571.0,0,67571.0,7000,0,2021-02-16,Natalie Roberts
paid_up,whole_of_life,3090.11,92703.3,1958-08-29,1992-10-06,15,9999,1992-10-27,515.02,Lori Hamilton,Company C,0.0,0,0.0,10000,0,99999,William Vance
new,whole_of_life,8550.37,188108.14,1987-02-16,2009-11-06,11,9999,2009-12-01,2850.12,Caitlin Ortiz,Company B,0.0,0,0.0,20000,0,99999,Miranda Hale
paid_up,term_insurance,6284.65,364509.7,1987-10-06,2025-12-26,29,40,2026-01-25,6284.65,Jessica Lloyd,Company A,0.0,0,0.0,10500,0,2066-01-15,Taylor Stevenson
new,endowment,7175.4,229612.8,1976-07-30,2022-09-09,16,49,2022-09-26,0.0,Patricia Johnson,Company A,80364.48,0,80364.48,20000,0,2071-09-14,Anne David
declined,annuity,4496.71,4721.55,1950-06-28,1986-10-06,24,47,1986-10-22,0.0,Lisa Beard,Company C,0.0,0,0.0,8500,0,2033-10-10,Angela Peterson
paid_up,term_insurance,5303.16,350008.56,1998-01-21,2020-10-11,33,48,2020-10-30,2651.58,Mariah Hines,Company D,0.0,0,0.0,17000,0,2068-10-18,James Baker
new,UL_endowment,7508.03,225240.9,1990-11-08,2016-05-29,15,18,2016-06-15,1251.34,Timothy Tran,Company C,78834.31,0,78834.31,6500,0,2034-06-11,Dominic Walker
new,endowment,9203.69,552221.4,2006-01-13,2040-03-02,30,40,2040-03-05,0.0,Eric Johnson,Company B,193277.49,0,193277.49,11000,0,2080-02-24,Jake Norris
new,endowment,3144.11,132052.62,1964-05-27,2003-03-06,21,21,2003-03-17,628.82,Katie Fleming,Company B,46218.42,0,46218.42,13000,0,2024-03-11,Courtney Watson
declined,UL_endowment,4018.37,281285.9,1990-09-05,2031-09-06,35,44,2031-10-04,1339.46,Elizabeth White,Company A,0.0,0,0.0,7000,0,2075-09-23,Dominique Rojas
closed,UL_endowment,5308.77,286673.58,1979-06-14,2027-04-06,27,31,2027-04-09,2654.39,James Walters,Company A,0.0,0,0.0,9000,0,2024-01-31T00:00:00,Steven Silva
new,annuity,6636.38,6968.2,2005-09-30,2033-11-21,15,43,2033-12-17,1106.06,Kathryn White,Company C,79636.56,0,79636.56,9500,0,2076-12-06,Sarah Richardson
closed,whole_of_life,10562.45,401373.1,1992-07-25,2029-05-12,19,9999,2029-05-28,5281.23,Lauren Simpson,Company C,0.0,0,0.0,20000,0,99999,Jeffery Lee
new,annuity,11490.18,12064.69,1952-03-23,1991-03-06,15,17,1991-03-31,3830.06,Amy Estes,Company C,137882.16,0,137882.16,3500,0,2008-03-26,Maureen Warren
declined,UL_endowment,2350.4,79913.6,1976-06-06,2008-12-04,17,23,2008-12-31,391.73,Eric Kramer,Company C,0.0,0,0.0,12000,0,2031-12-26,Erica Mcdonald
new,UL_endowment,4692.04,140761.2,1962-01-15,2006-04-17,15,48,2006-05-11,0.0,Ryan Ayers,Company A,49266.42,0,49266.42,12000,0,2054-04-29,Carla Hughes
closed,UL_endowment,2272.39,118164.28,1982-03-17,2004-04-16,26,17,2004-04-27,378.73,Jessica Beck,Company A,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Ashley Hale
closed,endowment,11623.76,255722.72,1973-03-14,1997-05-12,11,28,1997-05-27,1937.29,Justin Cole,Company A,0.0,0,0.0,4500,0,2024-01-31T00:00:00,Jesse Moreno
paid_up,whole_of_life,1887.03,128318.04,1993-06-16,2031-02-13,34,9999,2031-03-03,377.41,Laurie Martinez,Company D,0.0,0,0.0,16000,0,99999,Dawn Gallegos
new,whole_of_life,8831.35,105976.2,2006-07-04,2030-09-24,6,9999,2030-10-03,0.0,Christopher Sanchez,Company B,0.0,0,0.0,16000,0,99999,Scott Gomez
closed,whole_of_life,8435.72,472400.32,1980-07-28,2023-10-01,28,9999,2023-10-17,0.0,Sara Ewing,Company B,0.0,0,0.0,8000,0,99999,Alicia King
declined,term_insurance,11290.49,722591.36,1954-09-28,1982-12-26,32,31,1982-12-27,0.0,Stephanie Burns,Company A,0.0,0,0.0,6000,0,2013-12-19,Timothy Hurst
declined,annuity,5295.33,5560.1,1960-08-20,2008-06-13,31,13,2008-07-01,1323.83,Linda Anderson,Company D,0.0,0,0.0,7000,0,2021-06-28,Allison Nunez
closed,term_insurance,7837.29,423213.66,1986-02-27,2022-02-17,27,11,2022-03-08,1959.32,Allison Booth,Company C,0.0,0,0.0,5000,0,2024-01-31T00:00:00,Colton Kemp
paid_up,endowment,11784.73,377111.36,1950-01-15,1998-05-31,16,41,1998-06-07,0.0,Donald Butler,Company D,131988.98,0,131988.98,11000,0,2039-05-28,Michelle Perez
declined,annuity,1348.49,1415.91,1991-08-20,2014-03-29,12,38,2014-04-14,0.0,Beth Dunn,Company A,0.0,0,0.0,19500,0,2052-04-04,Carmen Newman
closed,endowment,5964.5,393657.0,1968-12-16,1998-12-26,33,19,1998-12-31,1988.17,Monica Hale,Company B,0.0,0,0.0,17000,0,2024-01-31T00:00:00,Maria Patterson
new,endowment,5096.54,81544.64,1949-12-12,1997-07-16,8,16,1997-08-08,0.0,Kathleen Reyes,Company A,28540.62,0,28540.62,13000,0,2013-08-04,John Young
paid_up,annuity,4891.88,5136.47,1959-01-02,2004-09-21,23,18,2004-10-19,815.31,Brandy Wood,Company A,90010.59,0,90010.59,10500,0,2022-10-15,Catherine Jackson DDS
new,term_insurance,10196.62,713763.4,1993-05-08,2014-05-22,35,32,2014-06-06,0.0,Crystal Franco,Company A,0.0,0,0.0,18000,0,2046-05-29,Darryl Vang
new,term_insurance,11930.21,262464.62,1951-08-06,1991-09-26,11,49,1991-09-30,0.0,Margaret Blevins,Company A,0.0,0,0.0,16000,0,2040-09-17,Andrew Merritt PhD
paid_up,endowment,3412.5,191100.0,2000-12-29,2029-11-23,28,21,2029-12-16,853.12,Robert Walton,Company B,66885.0,0,66885.0,8000,0,2050-12-11,Dawn Lewis
declined,UL_endowment,9965.57,139517.98,1991-04-29,2026-05-18,7,39,2026-06-14,1660.93,Julie Hoffman,Company D,0.0,0,0.0,18500,0,2065-06-04,Shannon Gray
paid_up,whole_of_life,6942.59,347129.5,2002-09-22,2023-04-26,25,9999,2023-05-04,6942.59,Jessica Estes,Company D,0.0,0,0.0,16500,0,99999,David Sweeney
declined,whole_of_life,5054.18,161733.76,1953-10-05,1992-02-17,16,9999,1992-03-06,1263.55,Mary Mendez,Company C,0.0,0,0.0,14000,0,99999,Alicia Key
new,UL_endowment,4924.32,236367.36,1956-03-06,1994-10-19,24,42,1994-10-28,0.0,Jamie Francis,Company A,82728.58,0,82728.58,12500,0,2036-10-17,Jeffery Smith
closed,annuity,7295.56,7660.34,2000-05-15,2033-02-01,31,17,2033-02-15,0.0,Lisa Moore,Company B,0.0,0,0.0,14000,0,2024-01-31T00:00:00,Mary Garza
paid_up,UL_endowment,5793.9,347634.0,1962-09-01,2000-01-31,30,11,2000-02-22,965.65,Gabriel Berry,Company C,121671.9,0,121671.9,4000,0,2011-02-19,Mark Ford
new,whole_of_life,3911.81,273826.7,1961-05-17,2002-01-06,35,9999,2002-01-13,0.0,Alicia Alvarez,Company B,0.0,0,0.0,15000,0,99999,Kristen Guzman
paid_up,UL_endowment,3807.11,114213.3,1999-11-03,2027-10-10,15,31,2027-10-22,761.42,Diane Garcia,Company B,39974.65,0,39974.65,19000,0,2058-10-14,David Jones
new,term_insurance,11539.85,761630.1,2000-03-06,2024-04-24,33,40,2024-05-14,0.0,Amanda Griffin,Company D,0.0,0,0.0,16500,0,2064-05-04,Katie Mendez
new,whole_of_life,8361.75,418087.5,2005-05-06,2036-02-19,25,9999,2036-03-12,4180.88,John Roberts,Company A,0.0,0,0.0,18000,0,99999,Christopher Smith
closed,term_insurance,1539.33,33865.26,1973-03-16,2015-12-27,11,19,2016-01-19,0.0,Billy Roberts,Company D,0.0,0,0.0,7000,0,2024-01-31T00:00:00,Martin Martin
new,UL_endowment,8974.25,484609.5,2003-09-30,2029-09-08,27,34,2029-10-03,0.0,Evelyn Nelson,Company A,169613.32,0,169613.32,6000,0,2063-09-25,Reginald Hughes
paid_up,annuity,3995.24,4195.0,1949-02-12,1981-07-30,33,33,1981-08-17,0.0,Bruce Walton,Company D,105474.34,0,105474.34,13000,0,2014-08-09,Andrew Simmons
new,term_insurance,10316.41,144429.74,1962-03-14,2002-12-16,7,25,2002-12-24,2579.1,Rebecca Fischer,Company B,0.0,0,0.0,9000,0,2027-12-18,Michael Raymond II
new,whole_of_life,9693.52,620385.28,1991-03-09,2013-05-03,32,9999,2013-05-21,0.0,Andrea Miller,Company C,0.0,0,0.0,6500,0,99999,Megan Mullins
declined,annuity,8341.59,8758.67,1947-06-16,1977-05-19,14,40,1977-06-09,0.0,Mark Johnson,Company D,0.0,0,0.0,16000,0,2017-05-30,William Carter
new,term_insurance,1579.17,15791.7,1977-02-23,2013-08-14,5,18,2013-09-04,263.19,Paul Harrison,Company B,0.0,0,0.0,13000,0,2031-08-31,John Villarreal
declined,term_insurance,8340.51,517111.62,1953-02-26,1984-10-01,31,6,1984-10-18,0.0,Megan Harris,Company C,0.0,0,0.0,8500,0,1990-10-17,Michael Bullock
new,term_insurance,9579.78,287393.4,1998-10-11,2030-10-27,15,16,2030-11-10,0.0,Benjamin Smith,Company C,0.0,0,0.0,11000,0,2046-11-06,Matthew Davis
paid_up,term_insurance,8410.98,538302.72,1994-11-25,2025-07-07,32,28,2025-07-27,1682.2,Trevor Graham,Company A,0.0,0,0.0,15500,0,2053-07-20,Mary Robinson
paid_up,endowment,5919.73,414381.1,1988-07-21,2012-01-12,35,37,2012-02-03,0.0,Phillip Randolph,Company D,145033.38,0,145033.38,15500,0,2049-01-24,Sandra Johnston
new,whole_of_life,11785.55,282853.2,2006-03-26,2055-09-06,12,9999,2055-09-16,0.0,Christopher Simmons,Company A,0.0,0,0.0,2500,0,99999,Jennifer Hoffman
new,whole_of_life,8987.47,467348.44,1974-05-14,2009-06-08,26,9999,2009-06-10,0.0,Diane Smith,Company B,0.0,0,0.0,6500,0,99999,Marcia Roberts
new,annuity,8510.7,8936.24,1980-01-13,2028-11-20,26,49,2028-12-17,2836.9,Laura Atkinson,Company C,177022.56,0,177022.56,18500,0,2077-12-05,Richard Reed
new,endowment,3650.79,43809.48,1973-10-18,2020-08-14,6,33,2020-08-17,3650.79,Nathan Morrison,Company C,15333.32,0,15333.32,6000,0,2053-08-09,Ronald Mercer
new,endowment,6574.43,341870.36,1983-06-03,2023-03-20,26,41,2023-03-25,6574.43,Thomas Pope,Company C,119654.63,0,119654.63,15000,0,2064-03-14,Donna Lindsey
new,term_insurance,1521.41,63899.22,2002-03-12,2038-12-19,21,30,2039-01-06,0.0,Marvin Williams,Company A,0.0,0,0.0,18000,0,2068-12-29,Angela Nelson
declined,UL_endowment,10435.5,396549.0,1984-11-25,2011-03-28,19,23,2011-04-20,0.0,Kathy Chen,Company B,0.0,0,0.0,12000,0,2034-04-14,Sara Bates
paid_up,whole_of_life,5173.66,227641.04,1959-03-13,1987-06-16,22,9999,1987-06-29,2586.83,Devin Boyle,Company D,0.0,0,0.0,5000,0,99999,Marcus Liu
new,term_insurance,11914.11,238282.2,1971-02-10,2009-03-07,10,6,2009-03-12,0.0,Erica Ferrell,Company A,0.0,0,0.0,3000,0,2015-03-11,Herbert Walker
declined,term_insurance,5546.2,366049.2,1971-08-21,2001-05-05,33,33,2001-05-31,2773.1,Michael Thomas,Company C,0.0,0,0.0,9500,0,2034-05-23,Kevin Chaney
new,annuity,5783.86,6073.05,1975-09-21,2019-09-07,14,33,2019-09-27,5783.86,Cody Pennington,Company C,64779.23,0,64779.23,4500,0,2052-09-18,Cassie Brock
new,UL_endowment,2663.89,133194.5,1978-09-28,2008-05-31,25,42,2008-06-24,0.0,Scott Carey,Company D,46618.07,0,46618.07,19000,0,2050-06-14,Betty Cooper
new,UL_endowment,10134.99,709449.3,1990-09-16,2029-11-07,35,14,2029-11-17,3378.33,Jennifer Fuller,Company A,248307.25,0,248307.25,5000,0,2043-11-14,Aaron Garcia
closed,whole_of_life,9219.94,350357.72,1966-06-15,2006-05-08,19,9999,2006-05-22,0.0,John Mann,Company D,0.0,0,0.0,14000,0,99999,Amber Mendez
new,UL_endowment,3195.47,95864.1,1954-02-04,1997-08-11,15,44,1997-08-21,798.87,Trevor Jackson,Company C,33552.43,0,33552.43,12500,0,2041-08-10,Nicole Wade
